@relation QSAR-Dataset-from-ChEMBL17-for-Drug-Target-with-ChEMBL_ID:CHEMBL253-weka.filters.unsupervised.attribute.Remove-weka.filters.unsupervised.attribute.Remove-R1

@attribute SpDiam_EA.ed. numeric
@attribute CATS2D_07_DL numeric
@attribute GATS5m numeric
@attribute SpDiam_EA.bo. numeric
@attribute Eig01_EA.bo. numeric
@attribute SM11_AEA.ri. numeric
@attribute SpMax_EA.bo. numeric
@attribute SsCH3 numeric
@attribute SM13_EA.ed. numeric
@attribute Eig01_AEA.ed. numeric
@attribute SpMax_AEA.ed. numeric
@attribute P_VSA_MR_7 numeric
@attribute nPyrazoles numeric
@attribute CATS2D_01_AA numeric
@attribute SpMin2_Bh.v. numeric
@attribute SM15_EA.ed. numeric
@attribute SM03_EA.ed. numeric
@attribute C.026 numeric
@attribute MATS8p numeric
@attribute SsssCH numeric
@attribute nArX numeric
@attribute Eig01_EA numeric
@attribute SM09_AEA.bo. numeric
@attribute SpDiam_EA numeric
@attribute SpMax_EA numeric
@attribute MATS7m numeric
@attribute Eig01_AEA.ri. numeric
@attribute SpMax_AEA.ri. numeric
@attribute SM15_EA.bo. numeric
@attribute SpDiam_AEA.bo. numeric
@attribute P_VSA_m_2 numeric
@attribute SM10_EA.ed. numeric
@attribute Eig01_AEA.bo. numeric
@attribute SpMax_AEA.bo. numeric
@attribute Eta_FL_A numeric
@attribute DLS_04 numeric
@attribute Eig01_EA.ed. numeric
@attribute SM10_AEA.dm. numeric
@attribute SpMax_EA.ed. numeric
@attribute SM11_EA.ed. numeric
@attribute SM12_EA.ed. numeric
@attribute SM14_EA.ed. numeric
@attribute Eig02_AEA.ed. numeric
@attribute Eig03_EA.bo. numeric
@attribute SM13_AEA.ri. numeric
@attribute SM13_EA.bo. numeric
@attribute SpMax2_Bh.s. numeric
@attribute DLS_02 numeric
@attribute P_VSA_s_1 numeric
@attribute SpMax1_Bh.m. numeric
@attribute SM14_EA.bo. numeric
@attribute NNRS numeric
@attribute NssssC numeric
@attribute SpDiam_AEA.dm. numeric
@attribute Eig02_EA numeric
@attribute SM10_AEA.bo. numeric
@attribute NRS numeric
@attribute H.046 numeric
@attribute SM14_EA numeric
@attribute SpMax2_Bh.m. numeric
@attribute Eig03_AEA.ed. numeric
@attribute C.004 numeric
@attribute nCq numeric
@attribute SM09_EA.ed. numeric
@attribute Eig02_EA.ed. numeric
@attribute SM11_AEA.dm. numeric
@attribute cRo5 numeric
@attribute Eig02_AEA.bo. numeric
@attribute SM07_EA.ed. numeric
@attribute SM13_EA numeric
@attribute pXC50 numeric

@data
22.471, 4, 1.022, 7.219, 4.219, 4.219, 4.219, 4.388, 34.901, 7.685, 7.685, 0.0, 0.0, 0.0, 2.114, 40.172, 8.573, 2, -0.06, 2.969, 0.0, 3.591, 3.591, 5.591, 3.591, -0.226, 4.584, 4.584, 21.726, 5.711, 71.028, 27.021, 4.711, 4.711, 0.1, 1, 14.263, 14.263, 14.263, 29.637, 32.271, 37.536, 7.474, 3.3, 3.3, 18.892, 6.448, 0.67, 0.0, 4.065, 20.323, 0.333, 2, 5.809, 3.503, 3.503, 2, 18, 18.478, 3.897, 6.661, 1, 1, 24.384, 13.295, 13.295, 1, 4.543, 19.141, 17.218, 6.173
19.739, 4, 1.051, 7.152, 4.152, 4.152, 4.152, 8.6, 32.825, 7.298, 7.298, 0.0, 0.0, 0.0, 2.005, 37.846, 7.758, 1, 0.035, 0.0, 0.0, 3.388, 3.388, 5.388, 3.388, -0.13, 4.387, 4.387, 21.576, 5.451, 118.224, 25.327, 4.543, 4.543, 0.187, 1, 12.434, 12.434, 12.434, 27.814, 30.323, 35.336, 6.468, 3.337, 3.337, 18.774, 6.456, 0.83, 0.0, 3.996, 20.208, 1, 1, 5.599, 3.007, 3.007, 2, 18, 17.271, 3.785, 5.482, 1, 1, 22.815, 10.04, 10.04, 1, 4.32, 17.828, 16.071, 8.444
19.737, 2, 0.905, 7.153, 4.153, 4.153, 4.153, 11.036, 32.825, 7.298, 7.298, 0.0, 0.0, 0.0, 2.011, 37.845, 7.789, 1, -0.146, 0.0, 0.0, 3.388, 3.388, 5.388, 3.388, -0.05, 4.387, 4.387, 21.624, 5.451, 129.584, 25.331, 4.543, 4.543, 0.174, 0.8, 12.434, 12.434, 12.434, 27.816, 30.324, 35.336, 6.467, 3.413, 3.413, 18.824, 4.774, 0.83, 0.0, 3.996, 20.255, 1, 1, 5.599, 3.011, 3.011, 2, 25, 17.287, 3.788, 5.881, 1, 1, 22.822, 10.015, 10.015, 1, 4.328, 17.843, 16.089, 6.081
19.794, 1, 0.965, 7.184, 4.184, 4.184, 4.184, 8.413, 32.893, 7.298, 7.298, 0.0, 0.0, 0.0, 1.988, 37.902, 7.789, 2, -0.116, 0.0, 0.0, 3.389, 3.389, 5.389, 3.389, 0.003, 4.388, 4.388, 21.648, 5.464, 131.165, 25.412, 4.556, 4.556, 0.19, 1, 12.435, 12.435, 12.435, 27.893, 30.397, 35.398, 6.654, 3.211, 3.211, 18.824, 4.877, 0.83, 0.0, 3.989, 20.267, 1, 1, 5.599, 3.071, 3.071, 2, 19, 17.321, 3.761, 5.681, 1, 1, 22.903, 10.657, 10.657, 1, 4.359, 17.919, 16.12, 9
18.421, 0.0, 0.928, 7.618, 4.618, 4.618, 4.618, 0.0, 31.751, 6.776, 6.776, 12.233, 0.0, 0.0, 2.059, 36.539, 7.716, 0.0, -0.144, 0.211, 0.0, 3.236, 3.236, 5.236, 3.236, -0.165, 4.213, 4.213, 23.01, 5.66, 180.568, 24.618, 4.66, 4.66, 0.257, 0.8, 11.166, 11.166, 11.166, 26.968, 29.375, 34.151, 6.627, 3.659, 3.659, 19.983, 6.82, 1, 0.0, 4.128, 21.507, 0.6, 0.0, 6.057, 3.099, 3.099, 3, 0.0, 16.927, 3.873, 5.678, 0.0, 0.0, 22.191, 10.523, 10.523, 1, 4.341, 17.417, 15.768, 6.943
18.421, 0.0, 0.974, 7.618, 4.618, 4.618, 4.618, 1.387, 31.77, 6.776, 6.776, 12.233, 0.0, 0.0, 2.061, 36.551, 7.801, 0.0, -0.199, 0.197, 0.0, 3.236, 3.236, 5.236, 3.236, -0.111, 4.213, 4.213, 23.023, 5.66, 150.982, 24.654, 4.66, 4.66, 0.25, 0.8, 11.166, 11.166, 11.166, 26.997, 29.399, 34.166, 6.627, 3.663, 3.663, 20, 7.426, 1, 0.0, 4.128, 21.522, 0.6, 0.0, 5.789, 3.099, 3.099, 3, 0.0, 16.982, 3.875, 6.022, 0.0, 0.0, 22.234, 10.523, 10.523, 1, 4.341, 17.478, 15.828, 6.231
18.482, 0.0, 0.894, 7.644, 4.644, 4.644, 4.644, 1.392, 31.821, 6.79, 6.79, 12.233, 0.0, 0.0, 2.061, 36.613, 7.801, 0.0, -0.237, 0.171, 0.0, 3.253, 3.253, 5.253, 3.253, -0.173, 4.23, 4.23, 23.086, 5.682, 150.982, 24.689, 4.682, 4.682, 0.25, 0.8, 11.227, 11.227, 11.227, 27.037, 29.444, 34.222, 6.63, 3.501, 3.501, 20.046, 7.426, 1, 0.0, 4.139, 21.576, 0.6, 0.0, 5.789, 3.11, 3.11, 3, 0.0, 17.017, 3.873, 5.998, 0.0, 0.0, 22.263, 10.536, 10.536, 1, 4.348, 17.496, 15.857, 8.602
18.475, 1, 0.991, 7.618, 4.618, 4.618, 4.618, 0.0, 31.902, 6.788, 6.788, 12.233, 0.0, 0.0, 2.058, 36.707, 7.687, 0.0, -0.199, 0.393, 0.0, 3.242, 3.242, 5.242, 3.242, -0.114, 4.213, 4.213, 22.998, 5.661, 150.069, 24.733, 4.661, 4.661, 0.251, 0.8, 11.215, 11.215, 11.215, 27.099, 29.514, 34.31, 6.68, 3.455, 3.455, 19.964, 4.945, 1, 0.0, 4.127, 21.492, 0.6, 0.0, 5.827, 3.116, 3.116, 3, 0.0, 16.95, 3.869, 5.694, 0.0, 0.0, 22.298, 10.795, 10.795, 1, 4.378, 17.494, 15.785, 7.164
18.475, 1, 0.718, 7.618, 4.618, 4.618, 4.618, 0.0, 31.903, 6.788, 6.788, 51.382, 0.0, 0.0, 2.053, 36.707, 7.735, 1, -0.143, 0.378, 1, 3.242, 3.242, 5.242, 3.242, -0.035, 4.213, 4.213, 23.01, 5.661, 144.093, 24.736, 4.661, 4.661, 0.245, 0.8, 11.215, 11.215, 11.215, 27.1, 29.515, 34.31, 6.68, 3.616, 3.616, 19.982, 4.973, 1, 0.0, 4.133, 21.507, 0.6, 0.0, 5.827, 3.116, 3.116, 3, 0.0, 16.965, 3.972, 5.696, 0.0, 0.0, 22.301, 10.795, 10.795, 1, 4.378, 17.501, 15.802, 6.971
18.139, 0.0, 1.001, 7.25, 4.25, 4.25, 4.25, 2.234, 31.177, 6.724, 6.724, 16.663, 1, 1, 1.972, 35.967, 7.066, 1, -0.101, 0.0, 0.0, 3.172, 3.172, 5.172, 3.172, -0.238, 4.135, 4.135, 21.754, 5.379, 153.097, 24.033, 4.533, 4.533, 0.247, 0.8, 10.996, 10.996, 10.996, 26.389, 28.796, 33.577, 5.763, 3.209, 3.209, 18.881, 4.719, 0.83, 0.0, 4.038, 20.351, 1, 0.0, 5.256, 2.511, 2.511, 3, 9, 16.218, 3.77, 5.302, 0.0, 0.0, 21.606, 7.796, 7.796, 1, 3.909, 16.825, 15.063, 5.531
18.628, 0.0, 0.595, 7.307, 4.307, 4.307, 4.307, 2.2, 31.514, 6.808, 6.808, 134.109, 1, 1, 1.961, 36.345, 7.38, 4, 0.006, 0.0, 3, 3.218, 3.218, 5.218, 3.218, -0.082, 4.171, 4.171, 22.065, 5.423, 135.171, 24.323, 4.577, 4.577, 0.226, 0.7, 11.264, 11.264, 11.264, 26.691, 29.117, 33.935, 6.078, 3.463, 3.463, 19.191, 4.945, 0.83, 0.0, 4.147, 20.652, 1, 0.0, 5.395, 2.755, 2.755, 3, 9, 16.504, 3.999, 5.406, 0.0, 0.0, 21.878, 8.717, 8.717, 1, 4.147, 17.078, 15.35, 6.339
18.628, 0.0, 0.589, 7.307, 4.307, 4.307, 4.307, 2.218, 31.514, 6.808, 6.808, 134.109, 1, 1, 1.975, 36.345, 7.38, 4, -0.024, 0.0, 3, 3.218, 3.218, 5.218, 3.218, -0.032, 4.171, 4.171, 22.065, 5.457, 137.705, 24.323, 4.577, 4.577, 0.218, 0.7, 11.264, 11.264, 11.264, 26.691, 29.117, 33.935, 6.078, 3.463, 3.463, 19.191, 4.945, 0.83, 0.0, 4.147, 20.652, 1, 0.0, 5.395, 2.755, 2.755, 3, 11, 16.504, 3.999, 5.406, 0.0, 0.0, 21.878, 8.717, 8.717, 1, 4.147, 17.078, 15.35, 4.398
18.208, 5, 0.932, 7.278, 4.278, 4.278, 4.278, 2.273, 31.271, 6.742, 6.742, 35.616, 1, 1, 2.019, 36.064, 7.222, 1, -0.035, 0.0, 0.0, 3.195, 3.195, 5.195, 3.195, -0.036, 4.161, 4.161, 21.866, 5.516, 222.216, 24.135, 4.557, 4.557, 0.181, 0.8, 11.058, 11.058, 11.058, 26.486, 28.892, 33.673, 5.954, 3.41, 3.41, 18.987, 4.975, 0.5, 0.0, 4.045, 20.457, 1, 0.0, 5.577, 2.634, 2.634, 3, 29, 16.368, 3.77, 5.763, 0.0, 0.0, 21.712, 8.314, 8.314, 0.0, 3.971, 16.947, 15.211, 4.398
18.208, 5, 0.92, 7.278, 4.278, 4.278, 4.278, 2.278, 31.271, 6.742, 6.742, 16.663, 1, 1, 2.028, 36.064, 7.222, 1, -0.03, 0.0, 0.0, 3.195, 3.195, 5.195, 3.195, -0.029, 4.161, 4.161, 21.866, 5.536, 203.264, 24.135, 4.557, 4.557, 0.176, 0.9, 11.058, 11.058, 11.058, 26.486, 28.892, 33.673, 5.954, 3.41, 3.41, 18.987, 4.974, 0.5, 0.0, 4.045, 20.456, 1, 0.0, 5.577, 2.634, 2.634, 3, 29, 16.368, 3.77, 5.763, 0.0, 0.0, 21.712, 8.314, 8.314, 1, 3.971, 16.947, 15.211, 5
18.211, 4, 0.921, 7.278, 4.278, 4.278, 4.278, 0.0, 31.282, 6.743, 6.743, 16.663, 1, 1, 2.025, 36.073, 7.334, 1, -0.008, 0.0, 0.0, 3.197, 3.197, 5.197, 3.197, -0.227, 4.163, 4.163, 21.868, 5.558, 171.544, 24.157, 4.558, 4.558, 0.254, 0.8, 11.06, 11.06, 11.06, 26.502, 28.906, 33.683, 5.99, 3.417, 3.417, 18.99, 4.974, 1, 0.0, 4.044, 20.459, 1, 0.0, 5.585, 2.717, 2.717, 4, 2, 16.419, 3.77, 5.763, 0.0, 0.0, 21.737, 8.491, 8.491, 1, 3.994, 16.988, 15.269, 4.555
19.456, 5, 1.015, 7.435, 4.435, 4.435, 4.435, 4.267, 32.291, 7.017, 7.017, 35.616, 1, 1, 2.019, 37.246, 7.455, 1, -0.023, 0.0, 0.0, 3.321, 3.321, 5.321, 3.321, -0.038, 4.293, 4.293, 22.391, 5.64, 224.751, 24.904, 4.681, 4.681, 0.178, 0.8, 11.968, 11.968, 11.968, 27.343, 29.827, 34.772, 6.173, 3.454, 3.454, 19.436, 4.966, 0.5, 0.0, 4.061, 20.932, 1, 0.0, 5.632, 2.673, 2.673, 3, 32, 16.879, 3.77, 5.828, 0.0, 0.0, 22.405, 8.894, 8.894, 0.0, 4.013, 17.476, 15.686, 4.398
19.456, 5, 1.006, 7.435, 4.435, 4.435, 4.435, 4.275, 32.291, 7.017, 7.017, 16.663, 1, 1, 2.028, 37.246, 7.455, 1, -0.019, 0.0, 0.0, 3.321, 3.321, 5.321, 3.321, -0.033, 4.293, 4.293, 22.391, 5.66, 205.798, 24.904, 4.681, 4.681, 0.173, 0.8, 11.968, 11.968, 11.968, 27.343, 29.827, 34.772, 6.173, 3.454, 3.454, 19.436, 4.965, 0.5, 0.0, 4.061, 20.932, 1, 0.0, 5.632, 2.673, 2.673, 3, 32, 16.879, 3.77, 5.828, 0.0, 0.0, 22.405, 8.894, 8.894, 0.0, 4.013, 17.476, 15.686, 5
19.476, 4, 1.055, 7.436, 4.436, 4.436, 4.436, 1.972, 32.297, 7.017, 7.017, 16.663, 1, 1, 2.025, 37.251, 7.545, 1, 0.011, 0.0, 0.0, 3.323, 3.323, 5.323, 3.323, -0.246, 4.295, 4.295, 22.392, 5.681, 174.078, 24.915, 4.681, 4.681, 0.248, 0.8, 11.97, 11.97, 11.97, 27.352, 29.835, 34.777, 6.187, 3.457, 3.457, 19.438, 4.965, 1, 0.0, 4.061, 20.933, 1, 0.0, 5.638, 2.732, 2.732, 4, 5, 16.911, 3.77, 5.832, 0.0, 0.0, 22.419, 8.975, 8.975, 1, 4.028, 17.501, 15.723, 4.739
18.216, 5, 0.619, 7.285, 4.285, 4.285, 4.285, 2.266, 31.277, 6.743, 6.743, 130.698, 0.0, 1, 2.019, 36.07, 7.368, 3, 0.066, 0.0, 2, 3.199, 3.199, 5.199, 3.199, 0.085, 4.148, 4.148, 21.951, 5.521, 216.717, 24.146, 4.562, 4.562, 0.178, 0.8, 11.061, 11.061, 11.061, 26.493, 28.899, 33.678, 5.955, 3.514, 3.514, 19.087, 5.078, 0.5, 0.0, 4.091, 20.546, 1, 0.0, 5.577, 2.652, 2.652, 3, 29, 16.424, 3.966, 5.781, 0.0, 0.0, 21.724, 8.32, 8.32, 0.0, 4.019, 16.972, 15.273, 4.398
18.216, 5, 0.602, 7.285, 4.285, 4.285, 4.285, 2.27, 31.277, 6.743, 6.743, 111.746, 0.0, 1, 2.026, 36.07, 7.368, 3, 0.076, 0.0, 2, 3.199, 3.199, 5.199, 3.199, 0.093, 4.148, 4.148, 21.951, 5.541, 197.764, 24.146, 4.562, 4.562, 0.173, 0.8, 11.061, 11.061, 11.061, 26.493, 28.899, 33.678, 5.955, 3.514, 3.514, 19.087, 5.078, 0.5, 0.0, 4.091, 20.546, 1, 0.0, 5.577, 2.652, 2.652, 3, 29, 16.423, 3.966, 5.781, 0.0, 0.0, 21.724, 8.32, 8.32, 0.0, 4.019, 16.972, 15.273, 5
19.788, 0.0, 1.501, 7.402, 4.402, 4.402, 4.402, 4.101, 32.141, 6.981, 6.981, 16.786, 0.0, 0.0, 1.989, 37.05, 7.664, 0.0, 0.136, -0.218, 0.0, 3.313, 3.313, 5.313, 3.313, -0.052, 4.278, 4.278, 22.434, 5.479, 136.917, 24.851, 4.526, 4.526, 0.247, 0.8, 11.788, 11.788, 11.788, 27.246, 29.712, 34.603, 6.249, 3.095, 3.095, 19.508, 5.2, 1, 0.0, 4.158, 20.989, 0.5, 0.0, 6.718, 2.978, 2.978, 2, 0.0, 17, 3.948, 6.021, 0.0, 0.0, 22.37, 9.492, 9.492, 1, 4.442, 17.514, 15.823, 5.301
18.231, 0.0, 1.051, 7.403, 4.403, 4.403, 4.403, 6.025, 31.03, 6.709, 6.709, 34.262, 0.0, 0.0, 1.989, 35.736, 7.394, 0.0, 0.069, 0.0, 0.0, 3.174, 3.174, 5.174, 3.174, -0.171, 4.133, 4.133, 22.378, 5.425, 130.89, 24.044, 4.499, 4.499, 0.236, 0.8, 10.724, 10.724, 10.724, 26.331, 28.707, 33.395, 6.247, 3.078, 3.078, 19.449, 5.259, 1, 0.0, 4.048, 20.927, 0.667, 0.0, 5.802, 2.975, 2.975, 2, 8, 16.53, 3.864, 5.794, 0.0, 0.0, 21.641, 9.486, 9.486, 1, 4.429, 16.955, 15.39, 6.011
18.231, 0.0, 1.292, 7.403, 4.403, 4.403, 4.403, 6.319, 31.03, 6.709, 6.709, 34.262, 0.0, 0.0, 1.989, 35.736, 7.394, 0.0, 0.081, 0.0, 0.0, 3.174, 3.174, 5.174, 3.174, -0.173, 4.106, 4.106, 22.378, 5.425, 126.899, 24.044, 4.499, 4.499, 0.231, 0.8, 10.724, 10.724, 10.724, 26.331, 28.707, 33.395, 6.247, 3.078, 3.078, 19.449, 4.883, 1, 0.0, 4.082, 20.927, 0.667, 0.0, 5.962, 2.975, 2.975, 2, 8, 16.53, 3.989, 5.794, 0.0, 0.0, 21.641, 9.486, 9.486, 1, 4.429, 16.955, 15.39, 6.996
18.203, 0.0, 1.452, 7.403, 4.403, 4.403, 4.403, 6.151, 31.001, 6.705, 6.705, 34.262, 0.0, 0.0, 1.989, 35.703, 7.394, 0.0, 0.024, 0.0, 0.0, 3.171, 3.171, 5.171, 3.171, 0.091, 4.103, 4.103, 22.377, 5.407, 121.83, 24.024, 4.498, 4.498, 0.254, 0.8, 10.696, 10.696, 10.696, 26.308, 28.682, 33.365, 6.247, 3.078, 3.078, 19.449, 4.884, 1, 0.0, 4.081, 20.927, 0.667, 0.0, 5.961, 2.974, 2.974, 2, 3, 16.52, 3.988, 5.794, 0.0, 0.0, 21.624, 9.485, 9.485, 1, 4.428, 16.942, 15.381, 5.414
18.23, 0.0, 1.362, 7.403, 4.403, 4.403, 4.403, 6.254, 31.029, 6.709, 6.709, 34.262, 0.0, 0.0, 1.989, 35.735, 7.394, 0.0, 0.116, 0.0, 0.0, 3.173, 3.173, 5.173, 3.173, 0.023, 4.106, 4.106, 22.378, 5.416, 124.364, 24.043, 4.499, 4.499, 0.242, 0.8, 10.723, 10.723, 10.723, 26.331, 28.706, 33.394, 6.247, 3.078, 3.078, 19.449, 4.883, 1, 0.0, 4.082, 20.927, 0.667, 0.0, 5.962, 2.975, 2.975, 2, 6, 16.529, 3.989, 5.794, 0.0, 0.0, 21.641, 9.486, 9.486, 1, 4.429, 16.955, 15.389, 6.559
18.231, 0.0, 1.25, 7.403, 4.403, 4.403, 4.403, 6.365, 31.03, 6.709, 6.709, 34.262, 0.0, 0.0, 1.989, 35.737, 7.394, 0.0, -0.124, 0.0, 0.0, 3.174, 3.174, 5.174, 3.174, -0.103, 4.106, 4.106, 22.378, 5.434, 129.433, 24.044, 4.499, 4.499, 0.221, 0.8, 10.724, 10.724, 10.724, 26.331, 28.707, 33.395, 6.247, 3.078, 3.078, 19.449, 4.883, 1, 0.0, 4.082, 20.927, 0.667, 0.0, 5.962, 2.975, 2.975, 2, 10, 16.53, 3.989, 5.794, 0.0, 0.0, 21.641, 9.486, 9.486, 1, 4.429, 16.955, 15.39, 6.67
18.231, 0.0, 1.22, 7.403, 4.403, 4.403, 4.403, 6.398, 31.03, 6.709, 6.709, 34.262, 0.0, 0.0, 1.989, 35.737, 7.394, 0.0, -0.058, 0.0, 0.0, 3.174, 3.174, 5.174, 3.174, -0.044, 4.106, 4.106, 22.378, 5.443, 131.968, 24.044, 4.499, 4.499, 0.213, 0.8, 10.724, 10.724, 10.724, 26.331, 28.707, 33.395, 6.247, 3.078, 3.078, 19.449, 4.883, 1, 0.0, 4.082, 20.927, 0.667, 0.0, 5.962, 2.975, 2.975, 2, 12, 16.531, 3.989, 5.794, 0.0, 0.0, 21.641, 9.486, 9.486, 1, 4.429, 16.955, 15.39, 6.215
16.652, 0.0, 1.265, 7.403, 4.403, 4.403, 4.403, 2.155, 30.13, 6.413, 6.413, 40.981, 0.0, 0.0, 1.978, 34.667, 7.106, 0.0, -0.045, 0.0, 0.0, 3.041, 3.041, 5.041, 3.041, -0.232, 3.98, 3.98, 22.282, 5.393, 121.83, 23.377, 4.469, 4.469, 0.249, 0.8, 9.798, 9.798, 9.798, 25.593, 27.886, 32.41, 6.236, 2.834, 2.834, 19.337, 4.894, 1, 0.0, 4.072, 20.824, 0.667, 0.0, 5.925, 2.922, 2.922, 2, 5, 16.038, 3.978, 5.348, 0.0, 0.0, 21.051, 9.41, 9.41, 1, 4.26, 16.495, 14.928, 6.31
17.536, 0.0, 1.518, 7.404, 4.404, 4.404, 4.404, 4.13, 30.686, 6.604, 6.604, 31.505, 0.0, 0.0, 1.989, 35.329, 7.269, 0.0, -0.097, 0.0, 0.0, 3.114, 3.114, 5.114, 3.114, -0.178, 4.045, 4.045, 22.359, 5.414, 124.364, 23.783, 4.49, 4.49, 0.239, 0.8, 10.39, 10.39, 10.39, 26.049, 28.39, 33.017, 6.239, 2.834, 2.834, 19.425, 4.886, 1, 0.0, 4.079, 20.906, 0.667, 0.0, 5.945, 2.951, 2.951, 2, 8, 16.306, 3.984, 5.599, 0.0, 0.0, 21.415, 9.448, 9.448, 1, 4.385, 16.776, 15.18, 6.629
16.917, 0.0, 1.247, 7.403, 4.403, 4.403, 4.403, 4.186, 30.253, 6.443, 6.443, 31.505, 0.0, 0.0, 1.989, 34.812, 7.191, 0.0, -0.097, 0.0, 0.0, 3.068, 3.068, 5.068, 3.068, -0.212, 4, 4, 22.308, 5.396, 124.364, 23.473, 4.472, 4.472, 0.239, 0.8, 9.929, 9.929, 9.929, 25.694, 28.001, 32.545, 6.238, 2.868, 2.868, 19.369, 4.888, 1, 0.0, 4.077, 20.852, 0.667, 0.0, 5.931, 2.944, 2.944, 2, 8, 16.157, 3.983, 5.361, 0.0, 0.0, 21.133, 9.435, 9.435, 1, 4.322, 16.561, 15.04, 6.627
18.218, 1, 1.066, 6.643, 3.889, 3.889, 3.889, 7.377, 30.834, 6.708, 6.708, 14.99, 0.0, 0.0, 1.865, 35.577, 7.008, 0.0, 0.022, 0.0, 0.0, 3.166, 3.166, 5.166, 3.166, -0.315, 4.134, 4.134, 20.4, 5.387, 91.195, 23.785, 4.471, 4.471, 0.188, 1, 10.715, 10.715, 10.715, 26.093, 28.493, 33.22, 5.791, 2.648, 2.648, 17.699, 7.424, 1, 0.0, 3.897, 19.064, 1, 0.0, 5.696, 2.448, 2.448, 1, 8, 16.172, 3.489, 5.304, 0.0, 0.0, 21.353, 7.615, 7.615, 1, 3.81, 16.614, 15.022, 5.301
18.223, 1, 1.055, 6.89, 3.89, 3.89, 3.89, 6.005, 30.847, 6.708, 6.708, 14.99, 0.0, 0.0, 2.003, 35.585, 7.172, 0.0, 0.089, 0.0, 0.0, 3.168, 3.168, 5.168, 3.168, -0.167, 4.136, 4.136, 20.552, 5.419, 135.471, 23.815, 4.472, 4.472, 0.222, 1, 10.718, 10.718, 10.718, 26.114, 28.51, 33.23, 5.805, 3.072, 3.072, 17.876, 7.423, 1, 0.0, 3.916, 19.269, 1, 0.0, 5.797, 2.64, 2.64, 2, 8, 16.244, 3.822, 5.481, 0.0, 0.0, 21.39, 7.788, 7.788, 1, 3.972, 16.68, 15.101, 5.592
18.233, 1, 1.035, 6.898, 3.898, 3.898, 3.898, 5.985, 30.902, 6.71, 6.71, 14.99, 0.0, 0.0, 1.984, 35.627, 7.239, 0.0, -0.04, 0.0, 0.0, 3.172, 3.172, 5.172, 3.172, -0.137, 4.14, 4.14, 20.737, 5.414, 132.937, 23.894, 4.476, 4.476, 0.228, 1, 10.725, 10.725, 10.725, 26.185, 28.572, 33.278, 6.055, 3.03, 3.03, 18.051, 7.423, 1, 0.0, 3.926, 19.441, 1, 0.0, 5.792, 2.787, 2.787, 2, 8, 16.329, 3.812, 5.739, 0.0, 0.0, 21.48, 8.666, 8.666, 1, 4.141, 16.786, 15.188, 5.861
18.242, 1, 1.035, 6.947, 3.947, 3.947, 3.947, 5.821, 31.073, 6.711, 6.711, 14.99, 0.0, 0.0, 1.977, 35.781, 7.383, 1, -0.048, 0.0, 1, 3.175, 3.175, 5.175, 3.175, -0.053, 4.144, 4.144, 21.13, 5.42, 132.582, 24.082, 4.48, 4.48, 0.228, 1, 10.731, 10.731, 10.731, 26.371, 28.75, 33.44, 6.39, 3.048, 3.048, 18.404, 7.433, 1, 0.0, 3.938, 19.8, 1, 0.0, 5.795, 2.943, 2.943, 2, 8, 16.49, 3.832, 5.776, 0.0, 0.0, 21.675, 9.644, 9.644, 1, 4.3, 16.977, 15.351, 6.21
18.242, 1, 0.929, 6.947, 3.947, 3.947, 3.947, 5.935, 31.073, 6.711, 6.711, 54.138, 0.0, 0.0, 1.97, 35.781, 7.383, 1, 0.077, 0.0, 1, 3.175, 3.175, 5.175, 3.175, 0.006, 4.144, 4.144, 21.13, 5.42, 126.961, 24.082, 4.48, 4.48, 0.222, 1, 10.731, 10.731, 10.731, 26.371, 28.75, 33.44, 6.39, 3.048, 3.048, 18.404, 7.423, 1, 0.0, 4.029, 19.8, 1, 0.0, 5.795, 2.943, 2.943, 2, 8, 16.49, 3.875, 5.776, 0.0, 0.0, 21.675, 9.644, 9.644, 1, 4.3, 16.977, 15.351, 6.408
18.242, 1, 1.11, 6.947, 3.947, 3.947, 3.947, 7.881, 31.073, 6.711, 6.711, 14.99, 0.0, 0.0, 2, 35.781, 7.383, 0.0, 0.049, 0.0, 0.0, 3.175, 3.175, 5.175, 3.175, -0.129, 4.145, 4.145, 21.13, 5.42, 135.471, 24.082, 4.48, 4.48, 0.221, 1, 10.731, 10.731, 10.731, 26.371, 28.75, 33.44, 6.39, 3.048, 3.048, 18.404, 7.423, 1, 0.0, 3.938, 19.8, 1, 0.0, 5.794, 2.943, 2.943, 2, 11, 16.49, 3.831, 5.776, 0.0, 0.0, 21.675, 9.644, 9.644, 1, 4.3, 16.977, 15.351, 7.87
18.234, 1, 1.021, 6.904, 3.904, 3.904, 3.904, 7.93, 30.916, 6.71, 6.71, 14.99, 0.0, 0.0, 2, 35.638, 7.314, 0.0, -0.115, 0.0, 0.0, 3.172, 3.172, 5.172, 3.172, -0.094, 4.141, 4.141, 20.906, 5.415, 135.471, 23.915, 4.476, 4.476, 0.22, 1, 10.725, 10.725, 10.725, 26.203, 28.588, 33.29, 6.083, 3.072, 3.072, 18.211, 7.423, 1, 0.0, 3.935, 19.599, 1, 0.0, 5.792, 2.834, 2.834, 2, 11, 16.373, 3.83, 5.747, 0.0, 0.0, 21.503, 8.796, 8.796, 1, 4.199, 16.815, 15.236, 6.465
