@relation QSAR-Dataset-from-ChEMBL17-for-Drug-Target-with-ChEMBL_ID:CHEMBL240-weka.filters.unsupervised.attribute.Remove-R1

@attribute AMW numeric
@attribute C. numeric
@attribute H. numeric
@attribute Me numeric
@attribute Mi numeric
@attribute Mp numeric
@attribute Mv numeric
@attribute MW numeric
@attribute N. numeric
@attribute nAB numeric
@attribute nAT numeric
@attribute nB numeric
@attribute nBM numeric
@attribute nBO numeric
@attribute nBR numeric
@attribute nBT numeric
@attribute nC numeric
@attribute nCL numeric
@attribute nCsp numeric
@attribute nCsp2 numeric
@attribute nCsp3 numeric
@attribute nDB numeric
@attribute nF numeric
@attribute nH numeric
@attribute nHet numeric
@attribute nHM numeric
@attribute nI numeric
@attribute nN numeric
@attribute nO numeric
@attribute nP numeric
@attribute nS numeric
@attribute nSK numeric
@attribute nTB numeric
@attribute nX numeric
@attribute O. numeric
@attribute RBF numeric
@attribute RBN numeric
@attribute SCBO numeric
@attribute Se numeric
@attribute Si numeric
@attribute Sp numeric
@attribute Sv numeric
@attribute X. numeric
@attribute pXC50 numeric

@data
7.247, 42.5, 46.3, 0.999, 1.125, 0.663, 0.63, 579.76, 6.3, 23, 80, 0.0, 25, 48, 0.0, 85, 34, 0.0, 0.0, 23, 11, 2, 0.0, 37, 9, 0.0, 0.0, 5, 4, 0.0, 0.0, 43, 0.0, 0.0, 5, 0.094, 8, 61.5, 79.956, 89.972, 53.029, 50.395, 0.0, 5.187
7.383, 44.8, 44.8, 0.998, 1.12, 0.676, 0.643, 494.64, 6, 23, 67, 0.0, 25, 41, 0.0, 71, 30, 0.0, 0.0, 23, 7, 2, 0.0, 30, 7, 0.0, 0.0, 4, 3, 0.0, 0.0, 37, 0.0, 0.0, 4.5, 0.099, 7, 54.5, 66.876, 75.019, 45.284, 43.078, 0.0, 5.31
8.318, 41.3, 41.3, 1.019, 1.128, 0.675, 0.656, 524.02, 7.9, 18, 63, 0.0, 22, 39, 0.0, 65, 26, 1, 0.0, 21, 5, 4, 0.0, 26, 11, 1, 0.0, 5, 5, 0.0, 0.0, 37, 0.0, 1, 7.9, 0.169, 11, 52, 64.189, 71.05, 42.534, 41.303, 1.6, 6.013
8.701, 42.1, 38.6, 1.025, 1.127, 0.684, 0.671, 495.96, 8.8, 18, 57, 0.0, 22, 37, 0.0, 59, 24, 1, 0.0, 21, 3, 4, 0.0, 22, 11, 1, 0.0, 5, 5, 0.0, 0.0, 35, 0.0, 1, 8.8, 0.153, 9, 50, 58.422, 64.219, 39.011, 38.25, 1.8, 5
7.046, 42.7, 47.6, 0.994, 1.124, 0.663, 0.624, 577.79, 6.1, 23, 82, 0.0, 25, 48, 0.0, 87, 35, 0.0, 0.0, 23, 12, 2, 0.0, 39, 8, 0.0, 0.0, 5, 3, 0.0, 0.0, 43, 0.0, 0.0, 3.7, 0.092, 8, 61.5, 81.512, 92.178, 54.336, 51.207, 0.0, 5.745
7.448, 42.5, 46.3, 0.996, 1.121, 0.678, 0.636, 595.83, 6.3, 23, 80, 0.0, 25, 48, 0.0, 85, 34, 0.0, 0.0, 23, 11, 2, 0.0, 37, 9, 1, 0.0, 5, 3, 0.0, 1, 43, 0.0, 0.0, 3.8, 0.094, 8, 61.5, 79.705, 89.683, 54.222, 50.867, 0.0, 6.292
7.51, 43.9, 43.9, 1.001, 1.123, 0.675, 0.645, 495.63, 7.6, 23, 66, 0.0, 25, 41, 0.0, 70, 29, 0.0, 0.0, 23, 6, 2, 0.0, 29, 8, 0.0, 0.0, 5, 3, 0.0, 0.0, 37, 0.0, 0.0, 4.5, 0.1, 7, 54.5, 66.094, 74.102, 44.529, 42.573, 0.0, 6.076
7.145, 43.2, 46.9, 0.997, 1.122, 0.664, 0.628, 578.77, 4.9, 23, 81, 0.0, 25, 48, 0.0, 86, 35, 0.0, 0.0, 23, 12, 2, 0.0, 38, 8, 0.0, 0.0, 4, 4, 0.0, 0.0, 43, 0.0, 0.0, 4.9, 0.093, 8, 61.5, 80.738, 90.889, 53.785, 50.9, 0.0, 5.097
7.304, 42.3, 46.2, 1.002, 1.13, 0.66, 0.629, 569.74, 6.4, 23, 78, 0.0, 25, 46, 0.0, 82, 33, 0.0, 0.0, 23, 10, 2, 1, 36, 9, 0.0, 0.0, 5, 3, 0.0, 0.0, 42, 0.0, 1, 3.8, 0.098, 8, 59.5, 78.141, 88.103, 51.512, 49.063, 1.3, 5.046
7.955, 46.6, 41.1, 1.011, 1.125, 0.684, 0.663, 580.68, 5.5, 28, 73, 0.0, 30, 48, 0.0, 78, 34, 0.0, 0.0, 27, 7, 2, 2, 30, 9, 0.0, 0.0, 4, 3, 0.0, 0.0, 43, 0.0, 2, 4.1, 0.09, 7, 64, 73.785, 82.114, 49.921, 48.372, 2.7, 5
7.021, 42.5, 48.3, 0.998, 1.121, 0.655, 0.619, 610.81, 2.3, 24, 87, 0.0, 24, 50, 0.0, 92, 37, 0.0, 0.0, 24, 13, 0.0, 0.0, 42, 8, 0.0, 0.0, 2, 6, 0.0, 0.0, 45, 0.0, 0.0, 6.9, 0.098, 9, 62, 86.839, 97.557, 56.966, 53.868, 0.0, 5.03
8.69, 45.9, 39.3, 1.007, 1.114, 0.722, 0.686, 530.09, 8.2, 24, 61, 0.0, 27, 40, 0.0, 64, 28, 1, 0.0, 26, 2, 3, 0.0, 24, 9, 2, 0.0, 5, 2, 0.0, 1, 37, 0.0, 1, 3.3, 0.125, 8, 55, 61.4, 67.926, 44.057, 41.819, 1.6, 7.051
8.807, 41.4, 40, 1.026, 1.131, 0.684, 0.665, 616.52, 7.1, 18, 70, 0.0, 22, 45, 0.0, 73, 29, 2, 0.0, 21, 8, 4, 1, 28, 13, 2, 0.0, 5, 5, 0.0, 0.0, 42, 0.0, 3, 7.1, 0.137, 10, 58, 71.792, 79.164, 47.852, 46.568, 4.3, 7.292
5.732, 37.5, 58.3, 0.977, 1.131, 0.618, 0.559, 412.7, 1.4, 12, 72, 0.0, 12, 31, 0.0, 73, 27, 0.0, 0.0, 12, 15, 0.0, 0.0, 42, 3, 0.0, 0.0, 1, 2, 0.0, 0.0, 30, 0.0, 0.0, 2.8, 0.164, 12, 37, 70.37, 81.429, 44.523, 40.25, 0.0, 6.965
8.467, 43.7, 40.8, 1.008, 1.119, 0.705, 0.671, 601.18, 8.5, 24, 71, 0.0, 28, 45, 0.0, 74, 31, 1, 0.0, 27, 4, 4, 0.0, 29, 11, 2, 0.0, 6, 3, 0.0, 1, 42, 0.0, 1, 4.2, 0.122, 9, 61, 71.596, 79.464, 50.04, 47.609, 1.4, 6.432
9.195, 42.2, 37.5, 1.032, 1.13, 0.693, 0.68, 588.46, 7.8, 18, 64, 0.0, 22, 43, 0.0, 67, 27, 2, 0.0, 21, 6, 4, 1, 24, 13, 2, 0.0, 5, 5, 0.0, 0.0, 40, 0.0, 3, 7.8, 0.119, 8, 56, 66.025, 72.333, 44.33, 43.514, 4.7, 5
9.127, 44, 38, 1.018, 1.122, 0.715, 0.688, 456.36, 10, 18, 50, 0.0, 21, 33, 0.0, 52, 22, 2, 0.0, 20, 2, 3, 0.0, 19, 9, 2, 0.0, 5, 2, 0.0, 0.0, 31, 0.0, 2, 4, 0.115, 6, 45, 50.88, 56.12, 35.745, 34.406, 4, 6.72
8.778, 44.8, 38.8, 1.014, 1.116, 0.712, 0.683, 588.13, 7.5, 24, 67, 0.0, 28, 44, 0.0, 70, 30, 1, 0.0, 27, 3, 4, 0.0, 26, 11, 2, 0.0, 5, 4, 0.0, 1, 41, 0.0, 1, 6, 0.143, 10, 60, 67.938, 74.76, 47.727, 45.776, 1.5, 7.149
8.581, 41.2, 41.2, 1.017, 1.128, 0.687, 0.661, 583.52, 8.8, 18, 68, 0.0, 22, 43, 0.0, 71, 28, 2, 0.0, 21, 7, 4, 0.0, 28, 12, 2, 0.0, 6, 4, 0.0, 0.0, 40, 0.0, 2, 5.9, 0.113, 8, 56, 69.171, 76.698, 46.705, 44.964, 2.9, 5
8.654, 42.4, 39, 1.025, 1.126, 0.686, 0.669, 510.59, 6.8, 18, 59, 0.0, 24, 38, 0.0, 61, 25, 0.0, 0.0, 23, 2, 6, 1, 23, 11, 1, 0.0, 4, 5, 0.0, 1, 36, 0.0, 1, 8.5, 0.131, 8, 53, 60.469, 66.452, 40.494, 39.498, 1.7, 5
9.007, 43.3, 38.3, 1.022, 1.123, 0.703, 0.681, 540.44, 8.3, 18, 60, 0.0, 22, 40, 0.0, 63, 26, 2, 0.0, 21, 5, 4, 0.0, 23, 11, 2, 0.0, 5, 4, 0.0, 0.0, 37, 0.0, 2, 6.7, 0.111, 7, 53, 61.302, 67.369, 42.176, 40.889, 3.3, 5
8.78, 39, 40.7, 1.023, 1.128, 0.685, 0.66, 518.04, 8.5, 16, 59, 0.0, 21, 38, 0.0, 62, 23, 1, 0.0, 17, 6, 5, 0.0, 24, 12, 2, 0.0, 5, 5, 0.0, 1, 35, 0.0, 1, 8.5, 0.113, 7, 51, 60.382, 66.555, 40.421, 38.964, 1.7, 5
7.383, 44.8, 44.8, 0.998, 1.12, 0.676, 0.643, 494.64, 6, 23, 67, 0.0, 25, 41, 0.0, 71, 30, 0.0, 0.0, 23, 7, 2, 0.0, 30, 7, 0.0, 0.0, 4, 3, 0.0, 0.0, 37, 0.0, 0.0, 4.5, 0.099, 7, 54.5, 66.876, 75.019, 45.284, 43.078, 0.0, 6.284
8.048, 44.3, 41.8, 1.007, 1.117, 0.691, 0.661, 635.8, 6.3, 29, 79, 0.0, 33, 51, 0.0, 84, 35, 0.0, 0.0, 29, 6, 4, 0.0, 33, 11, 1, 0.0, 5, 5, 0.0, 1, 46, 0.0, 0.0, 6.3, 0.107, 9, 69.5, 79.592, 88.271, 54.608, 52.243, 0.0, 5.602
8.068, 34.6, 46.2, 1.029, 1.155, 0.634, 0.613, 419.52, 5.8, 6, 52, 0.0, 9, 30, 0.0, 54, 18, 0.0, 0.0, 7, 11, 3, 3, 24, 10, 1, 0.0, 3, 3, 0.0, 1, 28, 0.0, 3, 5.8, 0.093, 5, 36, 53.505, 60.045, 32.978, 31.867, 5.8, 4.31
7.769, 45.2, 43.5, 0.994, 1.116, 0.702, 0.658, 481.67, 8.1, 22, 62, 0.0, 23, 40, 0.0, 67, 28, 0.0, 2, 18, 8, 0.0, 0.0, 27, 7, 1, 0.0, 5, 1, 0.0, 1, 35, 1, 0.0, 1.6, 0.075, 5, 53, 61.632, 69.188, 43.506, 40.804, 0.0, 5.47
7.827, 36.7, 46.9, 1.016, 1.144, 0.649, 0.617, 383.51, 6.1, 6, 49, 0.0, 8, 28, 0.0, 51, 18, 0.0, 0.0, 8, 10, 2, 2, 23, 8, 1, 0.0, 3, 2, 0.0, 1, 26, 0.0, 2, 4.1, 0.078, 4, 33, 49.781, 56.08, 31.824, 30.242, 4.1, 5.229
8.196, 48.1, 40.7, 1.002, 1.105, 0.715, 0.679, 442.57, 3.7, 22, 54, 0.0, 23, 36, 0.0, 58, 26, 0.0, 2, 19, 5, 0.0, 0.0, 22, 6, 1, 0.0, 2, 3, 0.0, 1, 32, 1, 0.0, 5.6, 0.121, 7, 49, 54.098, 59.697, 38.637, 36.642, 0.0, 5
7.473, 44.2, 46.2, 0.987, 1.117, 0.698, 0.645, 388.58, 7.7, 16, 52, 0.0, 17, 32, 0.0, 56, 23, 0.0, 2, 13, 8, 0.0, 0.0, 24, 5, 1, 0.0, 4, 0.0, 0.0, 1, 28, 1, 0.0, 0.0, 0.054, 3, 42, 51.32, 58.065, 36.284, 33.541, 0.0, 5.851
8.299, 44.2, 40.4, 1.006, 1.118, 0.705, 0.672, 431.56, 9.6, 21, 52, 0.0, 22, 35, 0.0, 56, 23, 0.0, 2, 15, 6, 0.0, 0.0, 21, 8, 1, 0.0, 5, 2, 0.0, 1, 31, 1, 0.0, 3.8, 0.125, 7, 47.5, 52.309, 58.152, 36.676, 34.938, 0.0, 4.936
7.183, 43.1, 48.3, 0.984, 1.119, 0.686, 0.631, 416.64, 6.9, 16, 58, 0.0, 17, 34, 0.0, 62, 25, 0.0, 2, 13, 10, 0.0, 0.0, 28, 5, 1, 0.0, 4, 0.0, 0.0, 1, 30, 1, 0.0, 0.0, 0.065, 4, 44, 57.087, 64.896, 39.807, 36.594, 0.0, 5.745
7.365, 46.2, 46.2, 0.984, 1.112, 0.701, 0.648, 478.71, 6.2, 22, 65, 0.0, 23, 40, 0.0, 70, 30, 0.0, 2, 19, 9, 0.0, 0.0, 30, 5, 1, 0.0, 4, 0.0, 0.0, 1, 35, 1, 0.0, 0.0, 0.071, 5, 53, 63.97, 72.311, 45.569, 42.121, 0.0, 5.319
7.495, 46.9, 45.3, 0.987, 1.11, 0.703, 0.653, 479.69, 4.7, 22, 64, 0.0, 23, 40, 0.0, 69, 30, 0.0, 2, 19, 9, 0.0, 0.0, 29, 5, 1, 0.0, 3, 1, 0.0, 1, 35, 1, 0.0, 1.6, 0.072, 5, 53, 63.196, 71.022, 45.017, 41.814, 0.0, 5.678
8.387, 48.2, 41.1, 0.993, 1.102, 0.739, 0.686, 469.67, 5.4, 22, 56, 0.0, 23, 38, 0.0, 61, 27, 0.0, 2, 19, 6, 0.0, 0.0, 23, 6, 2, 0.0, 3, 1, 0.0, 2, 33, 1, 0.0, 1.8, 0.082, 5, 51, 55.622, 61.696, 41.381, 38.421, 0.0, 5
7.373, 44.9, 46.4, 0.988, 1.115, 0.693, 0.643, 508.74, 5.8, 22, 69, 0.0, 23, 42, 0.0, 74, 31, 0.0, 2, 19, 10, 0.0, 0.0, 32, 6, 1, 0.0, 4, 1, 0.0, 1, 37, 1, 0.0, 1.4, 0.068, 5, 55, 68.181, 76.935, 47.785, 44.363, 0.0, 5.602
7.777, 46.7, 43.3, 0.992, 1.111, 0.708, 0.663, 466.65, 6.7, 22, 60, 0.0, 23, 39, 0.0, 65, 28, 0.0, 2, 19, 7, 0.0, 0.0, 26, 6, 1, 0.0, 4, 1, 0.0, 1, 34, 1, 0.0, 1.7, 0.062, 4, 52, 59.531, 66.69, 42.5, 39.782, 0.0, 5.759
8.464, 50.9, 37.7, 0.998, 1.103, 0.74, 0.702, 448.58, 7.5, 27, 53, 0.0, 28, 38, 0.0, 58, 27, 0.0, 2, 22, 3, 0.0, 0.0, 20, 6, 1, 0.0, 4, 1, 0.0, 1, 33, 1, 0.0, 1.9, 0.086, 5, 53.5, 52.88, 58.444, 39.216, 37.202, 0.0, 5.845
8.464, 50.9, 37.7, 0.998, 1.103, 0.74, 0.702, 448.58, 7.5, 27, 53, 0.0, 28, 38, 0.0, 58, 27, 0.0, 2, 22, 3, 0.0, 0.0, 20, 6, 1, 0.0, 4, 1, 0.0, 1, 33, 1, 0.0, 1.9, 0.086, 5, 53.5, 52.88, 58.444, 39.216, 37.202, 0.0, 5
8.646, 50, 36.5, 1.002, 1.106, 0.74, 0.706, 449.57, 9.6, 27, 52, 0.0, 28, 38, 0.0, 57, 26, 0.0, 2, 21, 3, 0.0, 0.0, 19, 7, 1, 0.0, 5, 1, 0.0, 1, 33, 1, 0.0, 1.9, 0.088, 5, 53.5, 52.098, 57.527, 38.46, 36.696, 0.0, 5
8.646, 50, 36.5, 1.002, 1.106, 0.74, 0.706, 449.57, 9.6, 27, 52, 0.0, 28, 38, 0.0, 57, 26, 0.0, 2, 21, 3, 0.0, 0.0, 19, 7, 1, 0.0, 5, 1, 0.0, 1, 33, 1, 0.0, 1.9, 0.088, 5, 53.5, 52.098, 57.527, 38.46, 36.696, 0.0, 5.385
7.817, 44.8, 43.3, 0.998, 1.117, 0.697, 0.657, 523.71, 7.5, 22, 67, 0.0, 24, 43, 0.0, 72, 30, 0.0, 2, 20, 8, 1, 0.0, 29, 8, 1, 0.0, 5, 2, 0.0, 1, 38, 1, 0.0, 3, 0.083, 6, 57, 66.843, 74.813, 46.722, 44.045, 0.0, 5.561
7.475, 42.9, 46.4, 0.992, 1.119, 0.688, 0.639, 418.61, 7.1, 16, 56, 0.0, 17, 34, 0.0, 60, 24, 0.0, 2, 13, 9, 0.0, 0.0, 26, 6, 1, 0.0, 4, 1, 0.0, 1, 30, 1, 0.0, 1.8, 0.067, 4, 44, 55.531, 62.69, 38.5, 35.782, 0.0, 5.285
7.496, 45.5, 45.5, 0.989, 1.114, 0.697, 0.649, 494.71, 6.1, 22, 66, 0.0, 23, 41, 0.0, 71, 30, 0.0, 2, 19, 9, 0.0, 0.0, 30, 6, 1, 0.0, 4, 1, 0.0, 1, 36, 1, 0.0, 1.5, 0.085, 6, 54, 65.298, 73.52, 46.023, 42.836, 0.0, 6.347
6.172, 32.4, 56.8, 0.997, 1.154, 0.595, 0.552, 228.35, 5.4, 0.0, 37, 0.0, 1, 17, 0.0, 38, 12, 0.0, 0.0, 1, 11, 1, 1, 21, 4, 0.0, 0.0, 2, 1, 0.0, 0.0, 16, 0.0, 1, 2.7, 0.053, 2, 18, 36.88, 42.698, 22.017, 20.409, 2.7, 4.046
7.694, 41.7, 45, 0.999, 1.123, 0.683, 0.642, 461.64, 8.3, 16, 60, 0.0, 18, 37, 0.0, 64, 25, 0.0, 2, 14, 9, 1, 0.0, 27, 8, 1, 0.0, 5, 2, 0.0, 1, 33, 1, 0.0, 3.3, 0.094, 6, 48, 59.96, 67.398, 40.961, 38.518, 0.0, 5
7.344, 41.3, 47.6, 0.994, 1.123, 0.674, 0.628, 462.67, 6.3, 16, 63, 0.0, 17, 37, 0.0, 67, 26, 0.0, 2, 13, 11, 0.0, 0.0, 30, 7, 1, 0.0, 4, 2, 0.0, 1, 33, 1, 0.0, 3.2, 0.104, 7, 47, 62.625, 70.73, 42.478, 39.551, 0.0, 5.037
7.34, 43, 46.8, 0.992, 1.12, 0.681, 0.635, 579.83, 6.3, 22, 79, 0.0, 23, 48, 0.0, 85, 34, 0.0, 2, 19, 13, 0.0, 0.0, 37, 8, 1, 0.0, 5, 2, 0.0, 1, 42, 1, 0.0, 2.5, 0.082, 7, 61, 78.378, 88.474, 53.768, 50.152, 0.0, 5.592
7.964, 45.3, 42.2, 0.999, 1.116, 0.703, 0.664, 509.68, 7.8, 22, 64, 0.0, 24, 42, 0.0, 69, 29, 0.0, 2, 20, 7, 1, 0.0, 27, 8, 1, 0.0, 5, 2, 0.0, 1, 37, 1, 0.0, 3.1, 0.072, 5, 56, 63.96, 71.398, 44.961, 42.518, 0.0, 5.271
7.978, 46.8, 41.9, 0.998, 1.111, 0.709, 0.669, 494.66, 6.5, 22, 62, 0.0, 24, 41, 0.0, 67, 29, 0.0, 2, 20, 7, 1, 0.0, 26, 7, 1, 0.0, 4, 2, 0.0, 1, 36, 1, 0.0, 3.2, 0.075, 5, 55, 61.858, 68.899, 43.955, 41.497, 0.0, 5
7.693, 45.5, 43.9, 0.993, 1.115, 0.701, 0.657, 507.71, 7.6, 22, 66, 0.0, 24, 42, 0.0, 71, 30, 0.0, 2, 20, 8, 1, 0.0, 29, 7, 1, 0.0, 5, 1, 0.0, 1, 37, 1, 0.0, 1.5, 0.07, 5, 56, 65.516, 73.603, 46.267, 43.33, 0.0, 5.127
8.177, 46, 42.9, 0.996, 1.112, 0.716, 0.669, 515.12, 6.3, 22, 63, 0.0, 23, 41, 0.0, 68, 29, 1, 2, 19, 8, 0.0, 0.0, 27, 7, 2, 0.0, 4, 1, 0.0, 1, 36, 1, 1, 1.6, 0.074, 5, 54, 62.738, 70.049, 45.12, 42.137, 1.6, 6.102
8.177, 46, 42.9, 0.996, 1.112, 0.716, 0.669, 515.12, 6.3, 22, 63, 0.0, 23, 41, 0.0, 68, 29, 1, 2, 19, 8, 0.0, 0.0, 27, 7, 2, 0.0, 4, 1, 0.0, 1, 36, 1, 1, 1.6, 0.074, 5, 54, 62.738, 70.049, 45.12, 42.137, 1.6, 5.587
7.978, 46.8, 41.9, 0.998, 1.111, 0.709, 0.669, 494.66, 6.5, 22, 62, 0.0, 24, 41, 0.0, 67, 29, 0.0, 2, 20, 7, 1, 0.0, 26, 7, 1, 0.0, 4, 2, 0.0, 1, 36, 1, 0.0, 3.2, 0.075, 5, 55, 61.858, 68.899, 43.955, 41.497, 0.0, 4.276
7.344, 41.3, 47.6, 0.994, 1.123, 0.674, 0.628, 462.67, 6.3, 16, 63, 0.0, 17, 37, 0.0, 67, 26, 0.0, 2, 13, 11, 0.0, 0.0, 30, 7, 1, 0.0, 4, 2, 0.0, 1, 33, 1, 0.0, 3.2, 0.104, 7, 47, 62.625, 70.73, 42.478, 39.551, 0.0, 5
7.687, 44.1, 44.1, 0.994, 1.119, 0.695, 0.652, 522.73, 8.8, 22, 68, 0.0, 24, 43, 0.0, 73, 30, 0.0, 2, 20, 8, 1, 0.0, 30, 8, 1, 0.0, 6, 1, 0.0, 1, 38, 1, 0.0, 1.5, 0.068, 5, 57, 67.618, 76.102, 47.273, 44.352, 0.0, 5.102
7.475, 42.9, 46.4, 0.992, 1.119, 0.688, 0.639, 418.61, 7.1, 16, 56, 0.0, 17, 34, 0.0, 60, 24, 0.0, 2, 13, 9, 0.0, 0.0, 26, 6, 1, 0.0, 4, 1, 0.0, 1, 30, 1, 0.0, 1.8, 0.067, 4, 44, 55.531, 62.69, 38.5, 35.782, 0.0, 5
7.269, 38.1, 49.7, 1, 1.126, 0.655, 0.61, 1126.63, 3.9, 24, 155, 0.0, 34, 86, 0.0, 163, 59, 0.0, 0.0, 30, 29, 10, 0.0, 77, 19, 3, 0.0, 6, 10, 0.0, 3, 78, 0.0, 0.0, 6.5, 0.153, 25, 108, 154.981, 174.583, 101.552, 94.539, 0.0, 8
7.546, 38.6, 47.9, 1.004, 1.125, 0.662, 0.621, 1056.48, 4.3, 24, 140, 0.0, 34, 81, 0.0, 148, 54, 0.0, 0.0, 30, 24, 10, 0.0, 67, 19, 3, 0.0, 6, 10, 0.0, 3, 73, 0.0, 0.0, 7.1, 0.135, 20, 103, 140.563, 157.507, 92.745, 86.905, 0.0, 7.886
6.537, 36.4, 52.7, 0.996, 1.137, 0.623, 0.583, 359.52, 5.5, 6, 55, 0.0, 8, 28, 0.0, 57, 20, 0.0, 0.0, 8, 12, 2, 0.0, 29, 6, 0.0, 0.0, 3, 3, 0.0, 0.0, 26, 0.0, 0.0, 5.5, 0.105, 6, 33, 54.774, 62.521, 34.279, 32.057, 0.0, 4.398
7.397, 37.9, 49, 1.002, 1.126, 0.657, 0.614, 1072.53, 4.1, 24, 145, 0.0, 33, 82, 0.0, 153, 55, 0.0, 0.0, 28, 27, 9, 0.0, 71, 19, 3, 0.0, 6, 10, 0.0, 3, 74, 0.0, 0.0, 6.9, 0.137, 21, 103, 145.33, 163.338, 95.268, 88.959, 0.0, 6.509
8.95, 36.4, 39.4, 1.034, 1.131, 0.675, 0.659, 590.7, 9.1, 22, 66, 0.0, 28, 43, 0.0, 69, 24, 0.0, 0.0, 18, 6, 6, 0.0, 26, 16, 2, 0.0, 6, 8, 0.0, 2, 40, 0.0, 0.0, 12.1, 0.188, 13, 60, 68.218, 74.657, 44.58, 43.489, 0.0, 8.523
7.675, 38.8, 47, 1.006, 1.124, 0.666, 0.626, 1028.42, 4.5, 24, 134, 0.0, 34, 79, 0.0, 142, 52, 0.0, 0.0, 30, 22, 10, 0.0, 63, 19, 3, 0.0, 6, 10, 0.0, 3, 71, 0.0, 0.0, 7.5, 0.127, 18, 101, 134.796, 150.677, 89.222, 83.852, 0.0, 6.796
9.711, 37.8, 32.4, 1.075, 1.164, 0.64, 0.674, 359.29, 8.1, 11, 37, 0.0, 13, 27, 0.0, 39, 14, 0.0, 0.0, 9, 5, 2, 3, 12, 11, 0.0, 0.0, 3, 5, 0.0, 0.0, 25, 0.0, 3, 13.5, 0.128, 5, 34.5, 39.782, 43.052, 23.671, 24.949, 8.1, 4.523
7.387, 42.9, 47.1, 0.995, 1.123, 0.674, 0.632, 517.12, 5.7, 18, 70, 0.0, 21, 40, 0.0, 73, 30, 1, 0.0, 21, 9, 3, 0.0, 33, 7, 1, 0.0, 4, 2, 0.0, 0.0, 37, 0.0, 1, 2.9, 0.123, 9, 52, 69.64, 78.584, 47.211, 44.245, 1.4, 5.318
7.388, 42.4, 45.5, 1.002, 1.131, 0.663, 0.633, 487.63, 7.6, 22, 66, 0.0, 23, 40, 0.0, 70, 28, 0.0, 0.0, 19, 9, 1, 1, 30, 8, 0.0, 0.0, 5, 2, 0.0, 0.0, 36, 0.0, 1, 3, 0.071, 5, 52, 66.163, 74.648, 43.773, 41.768, 1.5, 4.602
7.538, 40, 47.3, 1.003, 1.122, 0.666, 0.626, 414.57, 3.6, 12, 55, 0.0, 14, 31, 0.0, 57, 22, 0.0, 0.0, 14, 8, 2, 0.0, 26, 7, 1, 0.0, 2, 4, 0.0, 1, 29, 0.0, 0.0, 7.3, 0.123, 7, 39, 55.192, 61.737, 36.614, 34.411, 0.0, 4.761
7.49, 38.5, 46.2, 1.016, 1.139, 0.637, 0.617, 389.47, 5.8, 6, 52, 0.0, 9, 31, 0.0, 55, 20, 0.0, 0.0, 10, 10, 3, 1, 24, 8, 0.0, 0.0, 3, 4, 0.0, 0.0, 28, 0.0, 1, 7.7, 0.091, 5, 37, 52.847, 59.239, 33.148, 32.102, 1.9, 4.071
7.331, 39.3, 46.4, 1.008, 1.132, 0.647, 0.62, 410.52, 7.1, 6, 56, 0.0, 10, 33, 0.0, 59, 22, 0.0, 1, 10, 11, 3, 0.0, 26, 8, 0.0, 0.0, 4, 4, 0.0, 0.0, 30, 1, 0.0, 7.1, 0.136, 8, 41, 56.436, 63.398, 36.216, 34.74, 0.0, 4
7.144, 38.5, 48.1, 1.006, 1.133, 0.639, 0.61, 371.48, 5.8, 6, 52, 0.0, 9, 30, 0.0, 55, 20, 0.0, 0.0, 10, 10, 3, 0.0, 25, 7, 0.0, 0.0, 3, 4, 0.0, 0.0, 27, 0.0, 0.0, 7.7, 0.091, 5, 36, 52.334, 58.9, 33.211, 31.718, 0.0, 4.208
7.323, 39.2, 47.1, 1.01, 1.138, 0.641, 0.615, 373.47, 5.9, 6, 51, 0.0, 9, 30, 0.0, 54, 20, 0.0, 0.0, 10, 10, 3, 1, 24, 7, 0.0, 0.0, 3, 3, 0.0, 0.0, 27, 0.0, 1, 5.9, 0.074, 4, 36, 51.52, 58.03, 32.694, 31.387, 2, 4.292
7.354, 39.7, 46.6, 1.009, 1.137, 0.646, 0.62, 426.54, 6.9, 6, 58, 0.0, 10, 34, 0.0, 61, 23, 0.0, 1, 10, 12, 3, 1, 27, 8, 0.0, 0.0, 4, 3, 0.0, 0.0, 31, 1, 1, 5.2, 0.115, 7, 42, 58.505, 65.944, 37.461, 35.935, 1.7, 4.143
8.334, 40.5, 40.5, 1.031, 1.16, 0.653, 0.647, 308.34, 10.8, 12, 37, 0.0, 12, 24, 0.0, 39, 15, 0.0, 0.0, 10, 5, 0.0, 3, 15, 7, 0.0, 0.0, 4, 0.0, 0.0, 0.0, 22, 0.0, 3, 0.0, 0.051, 2, 30, 38.131, 42.919, 24.165, 23.923, 8.1, 4.583
7.872, 37.3, 45.1, 1.032, 1.162, 0.624, 0.615, 401.45, 5.9, 6, 51, 0.0, 8, 30, 0.0, 53, 19, 0.0, 0.0, 8, 11, 2, 4, 23, 9, 0.0, 0.0, 3, 2, 0.0, 0.0, 28, 0.0, 4, 3.9, 0.075, 4, 35, 52.614, 59.255, 31.813, 31.349, 7.8, 4.796
5.588, 31.1, 60, 0.979, 1.15, 0.595, 0.537, 502.9, 8.9, 6, 90, 0.0, 6, 38, 0.0, 92, 28, 0.0, 0.0, 6, 22, 0.0, 0.0, 54, 8, 0.0, 0.0, 8, 0.0, 0.0, 0.0, 36, 0.0, 0.0, 0.0, 0.043, 4, 41, 88.137, 103.536, 53.558, 48.288, 0.0, 4
